Date,wikipedia_pageviews
2018-09-04,14233.0
2018-09-05,14952.0
2018-09-06,15477.0
2018-09-07,13667.0
2018-09-08,12148.0
2018-09-09,13335.0
2018-09-10,15001.0
2018-09-11,11421.0
2018-09-12,11472.0
2018-09-13,12668.0
2018-09-14,12172.0
2018-09-15,11658.0
2018-09-16,12821.0
2018-09-17,18717.0
2018-09-18,15946.0
2018-09-19,13984.0
2018-09-20,13592.0
2018-09-21,13441.0
2018-09-22,12217.0
2018-09-23,14821.0
2018-09-24,16754.0
2018-09-25,14040.0
2018-09-26,12978.0
2018-09-27,11624.0
2018-09-28,11343.0
2018-09-29,10493.0
2018-09-30,10682.0
2018-10-01,10848.0
2018-10-02,11253.0
2018-10-03,10250.0
2018-10-04,9920.0
2018-10-05,9347.0
2018-10-06,8459.0
2018-10-07,8477.0
2018-10-08,11369.0
2018-10-09,13476.0
2018-10-10,10393.0
2018-10-11,9752.0
2018-10-12,9496.0
2018-10-13,8159.0
2018-10-14,9344.0
2018-10-15,10758.0
2018-10-16,10329.0
2018-10-17,9670.0
2018-10-18,10296.0
2018-10-19,12807.0
2018-10-20,12124.0
2018-10-21,15287.0
2018-10-22,11669.0
2018-10-23,10690.0
2018-10-24,11022.0
2018-10-25,10190.0
2018-10-26,9548.0
2018-10-27,9565.0
2018-10-28,8465.0
2018-10-29,11526.0
2018-10-30,12133.0
2018-10-31,13063.0
2018-11-01,13454.0
2018-11-02,14259.0
2018-11-03,13608.0
2018-11-04,11189.0
2018-11-05,12558.0
2018-11-06,12848.0
2018-11-07,11171.0
2018-11-08,17005.0
2018-11-09,15740.0
2018-11-10,11746.0
2018-11-11,14566.0
2018-11-12,13431.0
2018-11-13,12792.0
2018-11-14,12683.0
2018-11-15,12021.0
2018-11-16,10333.0
2018-11-17,10163.0
2018-11-18,10186.0
2018-11-19,13428.0
2018-11-20,14612.0
2018-11-21,13971.0
2018-11-22,11935.0
2018-11-23,11355.0
2018-11-24,10062.0
2018-11-25,11375.0
2018-11-26,13860.0
2018-11-27,15200.0
2018-11-28,12686.0
2018-11-29,12709.0
2018-11-30,14422.0
2018-12-01,10083.0
2018-12-02,10695.0
2018-12-03,12294.0
2018-12-04,13226.0
2018-12-05,12290.0
2018-12-06,11920.0
2018-12-07,12019.0
2018-12-08,10178.0
2018-12-09,10294.0
2018-12-10,11433.0
2018-12-11,11401.0
2018-12-12,11912.0
2018-12-13,13069.0
2018-12-14,13937.0
2018-12-15,9154.0
2018-12-16,9462.0
2018-12-17,12584.0
2018-12-18,12447.0
2018-12-19,10893.0
2018-12-20,12461.0
2018-12-21,12817.0
2018-12-22,10507.0
2018-12-23,9330.0
2018-12-24,9452.0
2018-12-25,9181.0
2018-12-26,10859.0
2018-12-27,11794.0
2018-12-28,11423.0
2018-12-29,11545.0
2018-12-30,9079.0
2018-12-31,9707.0
2019-01-01,9676.0
2019-01-02,11193.0
2019-01-03,20217.0
2019-01-04,12983.0
2019-01-05,11166.0
2019-01-06,10823.0
2019-01-07,11844.0
2019-01-08,11247.0
2019-01-09,11613.0
2019-01-10,11469.0
2019-01-11,11253.0
2019-01-12,9969.0
2019-01-13,10447.0
2019-01-14,10517.0
2019-01-15,8976.0
2019-01-16,8694.0
2019-01-17,8474.0
2019-01-18,9388.0
2019-01-19,7062.0
2019-01-20,6958.0
2019-01-21,8011.0
2019-01-22,8145.0
2019-01-23,8351.0
2019-01-24,9591.0
2019-01-25,8612.0
2019-01-26,8095.0
2019-01-27,8167.0
2019-01-28,8591.0
2019-01-29,8870.0
2019-01-30,9138.0
2019-01-31,8877.0
2019-02-01,9183.0
2019-02-02,8044.0
2019-02-03,7533.0
2019-02-04,9227.0
2019-02-05,14043.0
2019-02-06,11497.0
2019-02-07,10628.0
2019-02-08,9212.0
2019-02-09,8208.0
2019-02-10,7960.0
2019-02-11,9192.0
2019-02-12,9366.0
2019-02-13,9619.0
2019-02-14,8574.0
2019-02-15,8567.0
2019-02-16,8364.0
2019-02-17,10731.0
2019-02-18,9619.0
2019-02-19,10199.0
2019-02-20,10410.0
2019-02-21,10148.0
2019-02-22,9719.0
2019-02-23,8850.0
2019-02-24,9956.0
2019-02-25,10287.0
2019-02-26,10243.0
2019-02-27,9925.0
2019-02-28,15021.0
2019-03-01,10709.0
2019-03-02,8918.0
2019-03-03,8919.0
2019-03-04,9968.0
2019-03-05,10197.0
2019-03-06,10467.0
2019-03-07,9796.0
2019-03-08,8394.0
2019-03-09,7519.0
2019-03-10,7915.0
2019-03-11,8774.0
2019-03-12,12521.0
2019-03-13,8739.0
2019-03-14,8334.0
2019-03-15,7756.0
2019-03-16,6987.0
2019-03-17,7255.0
2019-03-18,8668.0
2019-03-19,8453.0
2019-03-20,8187.0
2019-03-21,7746.0
2019-03-22,7275.0
2019-03-23,6576.0
2019-03-24,6248.0
2019-03-25,6904.0
2019-03-26,7696.0
2019-03-27,7770.0
2019-03-28,7251.0
2019-03-29,6807.0
2019-03-30,6002.0
2019-03-31,6406.0
2019-04-01,7923.0
2019-04-02,12906.0
2019-04-03,14671.0
2019-04-04,10242.0
2019-04-05,8525.0
2019-04-06,7347.0
2019-04-07,7621.0
2019-04-08,9046.0
2019-04-09,9519.0
2019-04-10,10037.0
2019-04-11,8324.0
2019-04-12,7741.0
2019-04-13,6672.0
2019-04-14,6367.0
2019-04-15,8123.0
2019-04-16,7416.0
2019-04-17,7646.0
2019-04-18,7431.0
2019-04-19,7209.0
2019-04-20,7255.0
2019-04-21,7837.0
2019-04-22,7701.0
2019-04-23,7817.0
2019-04-24,8272.0
2019-04-25,7258.0
2019-04-26,7138.0
2019-04-27,6549.0
2019-04-28,6502.0
2019-04-29,8234.0
2019-04-30,8157.0
2019-05-01,7408.0
2019-05-02,7391.0
2019-05-03,8298.0
2019-05-04,7013.0
2019-05-05,6633.0
2019-05-06,7396.0
2019-05-07,7638.0
2019-05-08,8422.0
2019-05-09,9131.0
2019-05-10,7655.0
2019-05-11,7513.0
2019-05-12,7325.0
2019-05-13,8766.0
2019-05-14,10756.0
2019-05-15,9584.0
2019-05-16,9545.0
2019-05-17,9703.0
2019-05-18,11387.0
2019-05-19,14720.0
2019-05-20,15078.0
2019-05-21,11479.0
2019-05-22,12220.0
2019-05-23,11565.0
2019-05-24,10444.0
2019-05-25,9914.0
2019-05-26,11079.0
2019-05-27,12977.0
2019-05-28,13378.0
2019-05-29,13223.0
2019-05-30,12769.0
2019-05-31,11243.0
2019-06-01,9355.0
2019-06-02,6497.0
2019-06-03,7731.0
2019-06-04,7753.0
2019-06-05,7024.0
2019-06-06,7074.0
2019-06-07,7654.0
2019-06-08,6597.0
2019-06-09,6339.0
2019-06-10,7433.0
2019-06-11,8418.0
2019-06-12,7859.0
2019-06-13,8052.0
2019-06-14,9265.0
2019-06-15,6859.0
2019-06-16,8291.0
2019-06-17,9322.0
2019-06-18,11494.0
2019-06-19,10513.0
2019-06-20,9918.0
2019-06-21,9006.0
2019-06-22,10538.0
2019-06-23,10583.0
2019-06-24,11124.0
2019-06-25,11163.0
2019-06-26,16315.0
2019-06-27,18084.0
2019-06-28,19644.0
2019-06-29,8978.0
2019-06-30,10201.0
2019-07-01,11138.0
2019-07-02,11661.0
2019-07-03,13438.0
2019-07-04,9155.0
2019-07-05,8943.0
2019-07-06,7826.0
2019-07-07,8162.0
2019-07-08,10238.0
2019-07-09,11492.0
2019-07-10,13874.0
2019-07-11,10908.0
2019-07-12,12683.0
2019-07-13,8949.0
2019-07-14,8588.0
2019-07-15,9850.0
2019-07-16,9965.0
2019-07-17,9947.0
2019-07-18,10132.0
2019-07-19,10284.0
2019-07-20,8240.0
2019-07-21,8196.0
2019-07-22,8745.0
2019-07-23,8321.0
2019-07-24,8223.0
2019-07-25,8155.0
2019-07-26,7623.0
2019-07-27,7953.0
2019-07-28,7119.0
2019-07-29,9050.0
2019-07-30,9691.0
2019-07-31,11906.0
2019-08-01,8508.0
2019-08-02,7968.0
2019-08-03,9466.0
2019-08-04,6410.0
2019-08-05,8748.0
2019-08-06,9727.0
2019-08-07,9692.0
2019-08-08,9601.0
2019-08-09,8503.0
2019-08-10,7757.0
2019-08-11,7869.0
2019-08-12,7933.0
2019-08-13,8357.0
2019-08-14,9438.0
2019-08-15,8980.0
2019-08-16,8300.0
2019-08-17,8097.0
2019-08-18,9134.0
2019-08-19,9348.0
2019-08-20,8536.0
2019-08-21,8136.0
2019-08-22,7563.0
2019-08-23,8273.0
2019-08-24,5862.0
2019-08-25,6531.0
2019-08-26,8038.0
2019-08-27,9235.0
2019-08-28,10145.0
2019-08-29,7857.0
2019-08-30,6776.0
2019-08-31,7014.0
2019-09-01,6671.0
2019-09-02,7264.0
2019-09-03,7550.0
2019-09-04,7677.0
2019-09-05,7530.0
2019-09-06,6277.0
2019-09-07,6071.0
2019-09-08,6738.0
2019-09-09,7487.0
2019-09-10,7913.0
2019-09-11,8081.0
2019-09-12,7432.0
2019-09-13,10836.0
2019-09-14,8077.0
2019-09-15,6781.0
2019-09-16,8014.0
2019-09-17,8180.0
2019-09-18,8490.0
2019-09-19,8665.0
2019-09-20,8599.0
2019-09-21,6759.0
2019-09-22,8513.0
2019-09-23,8914.0
2019-09-24,11013.0
2019-09-25,23376.0
2019-09-26,9005.0
2019-09-27,8280.0
2019-09-28,6377.0
2019-09-29,6266.0
2019-09-30,7196.0
2019-10-01,7453.0
2019-10-02,7937.0
2019-10-03,7961.0
2019-10-04,7372.0
2019-10-05,7186.0
2019-10-06,6779.0
2019-10-07,8177.0
2019-10-08,7463.0
2019-10-09,6983.0
2019-10-10,6958.0
2019-10-11,7344.0
2019-10-12,7142.0
2019-10-13,7127.0
2019-10-14,9569.0
2019-10-15,8124.0
2019-10-16,8462.0
2019-10-17,9729.0
2019-10-18,8385.0
2019-10-19,7198.0
2019-10-20,7117.0
2019-10-21,7462.0
2019-10-22,7527.0
2019-10-23,8352.0
2019-10-24,8206.0
2019-10-25,7036.0
2019-10-26,7848.0
2019-10-27,7402.0
2019-10-28,8355.0
2019-10-29,8884.0
2019-10-30,8848.0
2019-10-31,19983.0
2019-11-01,8539.0
2019-11-02,8788.0
2019-11-03,7062.0
2019-11-04,8765.0
2019-11-05,9747.0
2019-11-06,11635.0
2019-11-07,9253.0
2019-11-08,9213.0
2019-11-09,6855.0
2019-11-10,7263.0
2019-11-11,8988.0
2019-11-12,9315.0
2019-11-13,9331.0
2019-11-14,8279.0
2019-11-15,7719.0
2019-11-16,6417.0
2019-11-17,6773.0
2019-11-18,7553.0
2019-11-19,8594.0
2019-11-20,7722.0
2019-11-21,7402.0
2019-11-22,7155.0
2019-11-23,5990.0
2019-11-24,8398.0
2019-11-25,8941.0
2019-11-26,7814.0
2019-11-27,8072.0
2019-11-28,7978.0
2019-11-29,11603.0
2019-11-30,7643.0
2019-12-01,7253.0
2019-12-02,7404.0
2019-12-03,7635.0
2019-12-04,9125.0
2019-12-05,8487.0
2019-12-06,8289.0
2019-12-07,7020.0
2019-12-08,7182.0
2019-12-09,6620.0
2019-12-10,8299.0
2019-12-11,8885.0
2019-12-12,8514.0
2019-12-13,8599.0
2019-12-14,6166.0
2019-12-15,6070.0
2019-12-16,8344.0
2019-12-17,8492.0
2019-12-18,10107.0
2019-12-19,9071.0
2019-12-20,10616.0
2019-12-21,4843.0
2019-12-22,6510.0
2019-12-23,6664.0
2019-12-24,11748.0
2019-12-25,13841.0
2019-12-26,10193.0
2019-12-27,7906.0
2019-12-28,6653.0
2019-12-29,6290.0
2019-12-30,9696.0
2019-12-31,11495.0
2020-01-01,12716.0
2020-01-02,12265.0
2020-01-03,15018.0
2020-01-04,8099.0
2020-01-05,6024.0
2020-01-06,8450.0
2020-01-07,15005.0
2020-01-08,14892.0
2020-01-09,16008.0
2020-01-10,12923.0
2020-01-11,7131.0
2020-01-12,15858.0
2020-01-13,16539.0
2020-01-14,17602.0
2020-01-15,16450.0
2020-01-16,7114.0
2020-01-17,6076.0
2020-01-18,7405.0
2020-01-19,5926.0
2020-01-20,6055.0
2020-01-21,6343.0
2020-01-22,6807.0
2020-01-23,6236.0
2020-01-24,5847.0
2020-01-25,5058.0
2020-01-26,4781.0
2020-01-27,5561.0
2020-01-28,6187.0
2020-01-29,5904.0
2020-01-30,6149.0
2020-01-31,5802.0
2020-02-01,4979.0
2020-02-02,5268.0
2020-02-03,5324.0
2020-02-04,5800.0
2020-02-05,6282.0
2020-02-06,6024.0
2020-02-07,6100.0
2020-02-08,6136.0
2020-02-09,6815.0
2020-02-10,6760.0
2020-02-11,7850.0
2020-02-12,7157.0
2020-02-13,7236.0
2020-02-14,5676.0
2020-02-15,5526.0
2020-02-16,5675.0
2020-02-17,6425.0
2020-02-18,6467.0
2020-02-19,14975.0
2020-02-20,8107.0
2020-02-21,8065.0
2020-02-22,6544.0
2020-02-23,6111.0
2020-02-24,7149.0
2020-02-25,6576.0
2020-02-26,6459.0
2020-02-27,6707.0
2020-02-28,6434.0
2020-02-29,5348.0
2020-03-01,6902.0
2020-03-02,6572.0
2020-03-03,7543.0
2020-03-04,7554.0
2020-03-05,7666.0
2020-03-06,6754.0
2020-03-07,5541.0
2020-03-08,5332.0
2020-03-09,7397.0
2020-03-10,7188.0
2020-03-11,6614.0
2020-03-12,8281.0
2020-03-13,9562.0
2020-03-14,6505.0
2020-03-15,6228.0
2020-03-16,7018.0
2020-03-17,6889.0
2020-03-18,6672.0
2020-03-19,6983.0
2020-03-20,6418.0
2020-03-21,5856.0
2020-03-22,5781.0
2020-03-23,5902.0
2020-03-24,6507.0
2020-03-25,6777.0
2020-03-26,6493.0
2020-03-27,6331.0
2020-03-28,5868.0
2020-03-29,5861.0
2020-03-30,6489.0
2020-03-31,6428.0
2020-04-01,8179.0
2020-04-02,7492.0
2020-04-03,8155.0
2020-04-04,7223.0
2020-04-05,6686.0
2020-04-06,6912.0
2020-04-07,7291.0
2020-04-08,7040.0
2020-04-09,6963.0
2020-04-10,7025.0
2020-04-11,7014.0
2020-04-12,6944.0
2020-04-13,7919.0
2020-04-14,7586.0
2020-04-15,7349.0
2020-04-16,7570.0
2020-04-17,8304.0
2020-04-18,7660.0
2020-04-19,7748.0
2020-04-20,7923.0
2020-04-21,8177.0
2020-04-22,7908.0
2020-04-23,8377.0
2020-04-24,7954.0
2020-04-25,7881.0
2020-04-26,8763.0
2020-04-27,9113.0
2020-04-28,8978.0
2020-04-29,9876.0
2020-04-30,11380.0
2020-05-01,9218.0
2020-05-02,9155.0
2020-05-03,8902.0
2020-05-04,9190.0
2020-05-05,9652.0
2020-05-06,10397.0
2020-05-07,9622.0
2020-05-08,11682.0
2020-05-09,8841.0
2020-05-10,9887.0
2020-05-11,12137.0
2020-05-12,17241.0
2020-05-13,9328.0
2020-05-14,9072.0
2020-05-15,8980.0
2020-05-16,8432.0
2020-05-17,8609.0
2020-05-18,9317.0
2020-05-19,8274.0
2020-05-20,8888.0
2020-05-21,8568.0
2020-05-22,7566.0
2020-05-23,7046.0
2020-05-24,6879.0
2020-05-25,7548.0
2020-05-26,8218.0
2020-05-27,7377.0
2020-05-28,6751.0
2020-05-29,7536.0
2020-05-30,6458.0
2020-05-31,6123.0
2020-06-01,6294.0
2020-06-02,7213.0
2020-06-03,6680.0
2020-06-04,6721.0
2020-06-05,6924.0
2020-06-06,5989.0
2020-06-07,6859.0
2020-06-08,7108.0
2020-06-09,6859.0
2020-06-10,7010.0
2020-06-11,6831.0
2020-06-12,6579.0
2020-06-13,5793.0
2020-06-14,5857.0
2020-06-15,6219.0
2020-06-16,5829.0
2020-06-17,6120.0
2020-06-18,6340.0
2020-06-19,5849.0
2020-06-20,5842.0
2020-06-21,5773.0
2020-06-22,6467.0
2020-06-23,6693.0
2020-06-24,5974.0
2020-06-25,5841.0
2020-06-26,6051.0
2020-06-27,5447.0
2020-06-28,5774.0
2020-06-29,5786.0
2020-06-30,6301.0
2020-07-01,6932.0
2020-07-02,5969.0
2020-07-03,5866.0
2020-07-04,5377.0
2020-07-05,5292.0
2020-07-06,5978.0
2020-07-07,6579.0
2020-07-08,6785.0
2020-07-09,6907.0
2020-07-10,6304.0
2020-07-11,5994.0
2020-07-12,7269.0
2020-07-13,8150.0
2020-07-14,10336.0
2020-07-15,12225.0
2020-07-16,16964.0
2020-07-17,17078.0
2020-07-18,13425.0
2020-07-19,13702.0
2020-07-20,13855.0
2020-07-21,14370.0
2020-07-22,19095.0
2020-07-23,22765.0
2020-07-24,11893.0
2020-07-25,13391.0
2020-07-26,13741.0
2020-07-27,17750.0
2020-07-28,18046.0
2020-07-29,14763.0
2020-07-30,26990.0
2020-07-31,12600.0
2020-08-01,13248.0
2020-08-02,13353.0
2020-08-03,13660.0
2020-08-04,15395.0
2020-08-05,28791.0
2020-08-06,12592.0
2020-08-07,11651.0
2020-08-08,11690.0
2020-08-09,11631.0
2020-08-10,14518.0
2020-08-11,19020.0
2020-08-12,7876.0
2020-08-13,10887.0
2020-08-14,9255.0
2020-08-15,11138.0
2020-08-16,25458.0
2020-08-17,17640.0
2020-08-18,8281.0
2020-08-19,8295.0
2020-08-20,9695.0
2020-08-21,15514.0
2020-08-22,7763.0
2020-08-23,14765.0
2020-08-24,8083.0
2020-08-25,11592.0
2020-08-26,8517.0
2020-08-27,16138.0
2020-08-28,8093.0
2020-08-29,6712.0
2020-08-30,6355.0
2020-08-31,14344.0
2020-09-01,7559.0
2020-09-02,8578.0
2020-09-03,8456.0
2020-09-04,7569.0
2020-09-05,6546.0
2020-09-06,13428.0
2020-09-07,9377.0
2020-09-08,13005.0
2020-09-09,9108.0
2020-09-10,11849.0
2020-09-11,17333.0
2020-09-12,10528.0
2020-09-13,11313.0
2020-09-14,11619.0
2020-09-15,12835.0
2020-09-16,10430.0
2020-09-17,7969.0
2020-09-18,9750.0
2020-09-19,9085.0
2020-09-20,9280.0
2020-09-21,7271.0
2020-09-22,6860.0
2020-09-23,11125.0
2020-09-24,6561.0
2020-09-25,7189.0
2020-09-26,7026.0
2020-09-27,6598.0
2020-09-28,11676.0
2020-09-29,8401.0
2020-09-30,8170.0
2020-10-01,9502.0
2020-10-02,5670.0
2020-10-03,6717.0
2020-10-04,5612.0
2020-10-05,7821.0
2020-10-06,7376.0
2020-10-07,7584.0
2020-10-08,7652.0
2020-10-09,7932.0
2020-10-10,10673.0
2020-10-11,8588.0
2020-10-12,10884.0
2020-10-13,10722.0
2020-10-14,7511.0
2020-10-15,10117.0
2020-10-16,9261.0
2020-10-17,28224.0
2020-10-18,6860.0
2020-10-19,10637.0
2020-10-20,11878.0
2020-10-21,10608.0
2020-10-22,11252.0
2020-10-23,13494.0
2020-10-24,19937.0
2020-10-25,8772.0
2020-10-26,9594.0
2020-10-27,8752.0
2020-10-28,8566.0
2020-10-29,7285.0
2020-10-30,10028.0
2020-10-31,9982.0
2020-11-01,8993.0
2020-11-02,9019.0
2020-11-03,9501.0
2020-11-04,8224.0
2020-11-05,10395.0
2020-11-06,11423.0
2020-11-07,9263.0
2020-11-08,7229.0
2020-11-09,9298.0
2020-11-10,8692.0
2020-11-11,9380.0
2020-11-12,10044.0
2020-11-13,10926.0
2020-11-14,9428.0
2020-11-15,9276.0
2020-11-16,10425.0
2020-11-17,17191.0
2020-11-18,19164.0
2020-11-19,17667.0
2020-11-20,18066.0
2020-11-21,18333.0
2020-11-22,17692.0
2020-11-23,19127.0
2020-11-24,14116.0
2020-11-25,12449.0
2020-11-26,13510.0
2020-11-27,12069.0
2020-11-28,9834.0
2020-11-29,9760.0
2020-11-30,14326.0
2020-12-01,15703.0
2020-12-02,12413.0
2020-12-03,12568.0
2020-12-04,11886.0
2020-12-05,10797.0
2020-12-06,10989.0
2020-12-07,11279.0
2020-12-08,10711.0
2020-12-09,10818.0
2020-12-10,12504.0
2020-12-11,17353.0
2020-12-12,12187.0
2020-12-13,11480.0
2020-12-14,9489.0
2020-12-15,9097.0
2020-12-16,18098.0
2020-12-17,30659.0
2020-12-18,21784.0
2020-12-19,15795.0
2020-12-20,15790.0
2020-12-21,19601.0
2020-12-22,18812.0
2020-12-23,13206.0
2020-12-24,10785.0
2020-12-25,10212.0
2020-12-26,14878.0
2020-12-27,20470.0
2020-12-28,20215.0
2020-12-29,19226.0
2020-12-30,20765.0
2020-12-31,17291.0
2021-01-01,14769.0
2021-01-02,31342.0
2021-01-03,45570.0
2021-01-04,35715.0
2021-01-05,31211.0
2021-01-06,31277.0
2021-01-07,38824.0
2021-01-08,41323.0
2021-01-09,32684.0
2021-01-10,30354.0
2021-01-11,39161.0
2021-01-12,35561.0
2021-01-13,36200.0
2021-01-14,39336.0
2021-01-15,34543.0
2021-01-16,29937.0
2021-01-17,26937.0
2021-01-18,22886.0
2021-01-19,22511.0
2021-01-20,18511.0
2021-01-21,20415.0
2021-01-22,23452.0
2021-01-23,18124.0
2021-01-24,16868.0
2021-01-25,18589.0
2021-01-26,16840.0
2021-01-27,17658.0
2021-01-28,21374.0
2021-01-29,37777.0
2021-01-30,28302.0
2021-01-31,23922.0
2021-02-01,22522.0
2021-02-02,21140.0
2021-02-03,21409.0
2021-02-04,22911.0
2021-02-05,20365.0
2021-02-06,21211.0
2021-02-07,21301.0
2021-02-08,52147.0
2021-02-09,63691.0
2021-02-10,44938.0
2021-02-11,40053.0
2021-02-12,35509.0
2021-02-13,30374.0
2021-02-14,29969.0
2021-02-15,32253.0
2021-02-16,39196.0
2021-02-17,39615.0
2021-02-18,34127.0
2021-02-19,37709.0
2021-02-20,42413.0
2021-02-21,37726.0
2021-02-22,38688.0
2021-02-23,39086.0
2021-02-24,34430.0
2021-02-25,29078.0
2021-02-26,28172.0
2021-02-27,26804.0
2021-02-28,26728.0
2021-03-01,26209.0
2021-03-02,23099.0
2021-03-03,21178.0
2021-03-04,20273.0
2021-03-05,23968.0
2021-03-06,20644.0
2021-03-07,19495.0
2021-03-08,20180.0
2021-03-09,22159.0
2021-03-10,21564.0
2021-03-11,20134.0
2021-03-12,20523.0
2021-03-13,23537.0
2021-03-14,28552.0
2021-03-15,25319.0
2021-03-16,22490.0
2021-03-17,20265.0
2021-03-18,20216.0
2021-03-19,18465.0
2021-03-20,15983.0
2021-03-21,15402.0
2021-03-22,16910.0
2021-03-23,17107.0
2021-03-24,23756.0
2021-03-25,20848.0
2021-03-26,17157.0
2021-03-27,19446.0
2021-03-28,22469.0
2021-03-29,22410.0
2021-03-30,20677.0
2021-03-31,18699.0
2021-04-01,25512.0
2021-04-02,18312.0
2021-04-03,16802.0
2021-04-04,15150.0
2021-04-05,17115.0
2021-04-06,18490.0
2021-04-07,17523.0
2021-04-08,18200.0
2021-04-09,16809.0
2021-04-10,16747.0
2021-04-11,17795.0
2021-04-12,17856.0
2021-04-13,21536.0
2021-04-14,26606.0
2021-04-15,25913.0
2021-04-16,28555.0
2021-04-17,23061.0
2021-04-18,25699.0
2021-04-19,26883.0
2021-04-20,22715.0
2021-04-21,20134.0
2021-04-22,21972.0
2021-04-23,23793.0
2021-04-24,19143.0
2021-04-25,17602.0
2021-04-26,21080.0
2021-04-27,26810.0
2021-04-28,35977.0
2021-04-29,24749.0
2021-04-30,23919.0
2021-05-01,19479.0
2021-05-02,21091.0
2021-05-03,23562.0
2021-05-04,23263.0
2021-05-05,25216.0
2021-05-06,26150.0
2021-05-07,25336.0
2021-05-08,26560.0
2021-05-09,29371.0
2021-05-10,30031.0
2021-05-11,26221.0
2021-05-12,26433.0
2021-05-13,65747.0
2021-05-14,41881.0
2021-05-15,31574.0
2021-05-16,30452.0
2021-05-17,33905.0
2021-05-18,28420.0
2021-05-19,49417.0
2021-05-20,46983.0
2021-05-21,38338.0
2021-05-22,39086.0
2021-05-23,37121.0
2021-05-24,35684.0
2021-05-25,44389.0
2021-05-26,31411.0
2021-05-27,24677.0
2021-05-28,27965.0
2021-05-29,33564.0
2021-05-30,26695.0
2021-05-31,20416.0
2021-06-01,16753.0
2021-06-02,16987.0
2021-06-03,17970.0
2021-06-04,22407.0
2021-06-05,20861.0
2021-06-06,21584.0
2021-06-07,22096.0
2021-06-08,32478.0
2021-06-09,31028.0
2021-06-10,33310.0
2021-06-11,26814.0
2021-06-12,22460.0
2021-06-13,23369.0
2021-06-14,24607.0
2021-06-15,22930.0
2021-06-16,21381.0
2021-06-17,18866.0
2021-06-18,18044.0
2021-06-19,15534.0
2021-06-20,15696.0
2021-06-21,19225.0
2021-06-22,21093.0
2021-06-23,17439.0
2021-06-24,16491.0
2021-06-25,15563.0
2021-06-26,13971.0
2021-06-27,14065.0
2021-06-28,14025.0
2021-06-29,13393.0
2021-06-30,13985.0
2021-07-01,17427.0
2021-07-02,14570.0
2021-07-03,12428.0
2021-07-04,12984.0
2021-07-05,12792.0
2021-07-06,13659.0
2021-07-07,11663.0
2021-07-08,12031.0
2021-07-09,13122.0
2021-07-10,13137.0
2021-07-11,15438.0
2021-07-12,15111.0
2021-07-13,16207.0
2021-07-14,13882.0
2021-07-15,12224.0
2021-07-16,11291.0
2021-07-17,10517.0
2021-07-18,11145.0
2021-07-19,11809.0
2021-07-20,13761.0
2021-07-21,12930.0
2021-07-22,12792.0
2021-07-23,12208.0
2021-07-24,11339.0
2021-07-25,12351.0
2021-07-26,15980.0
2021-07-27,13678.0
2021-07-28,13036.0
2021-07-29,15261.0
2021-07-30,18105.0
2021-07-31,14330.0
2021-08-01,14443.0
2021-08-02,16771.0
2021-08-03,19237.0
2021-08-04,14674.0
2021-08-05,12729.0
2021-08-06,10408.0
2021-08-07,11316.0
2021-08-08,10837.0
2021-08-09,12839.0
2021-08-10,13443.0
2021-08-11,13875.0
2021-08-12,14250.0
2021-08-13,13938.0
2021-08-14,13242.0
2021-08-15,12934.0
2021-08-16,16075.0
2021-08-17,15106.0
2021-08-18,13752.0
2021-08-19,15224.0
2021-08-20,13048.0
2021-08-21,12848.0
2021-08-22,13005.0
2021-08-23,15560.0
2021-08-24,15378.0
2021-08-25,15017.0
2021-08-26,13223.0
2021-08-27,12868.0
2021-08-28,11938.0
2021-08-29,12228.0
2021-08-30,12294.0
2021-08-31,12656.0
2021-09-01,12065.0
2021-09-02,13739.0
2021-09-03,14697.0
2021-09-04,13363.0
2021-09-05,14940.0
2021-09-06,16084.0
2021-09-07,23764.0
2021-09-08,22892.0
2021-09-09,22085.0
2021-09-10,17751.0
2021-09-11,14135.0
2021-09-12,16057.0
2021-09-13,15776.0
2021-09-14,15838.0
2021-09-15,16455.0
2021-09-16,17118.0
2021-09-17,17401.0
2021-09-18,18881.0
2021-09-19,18110.0
2021-09-20,19861.0
2021-09-21,23228.0
2021-09-22,19641.0
2021-09-23,24334.0
2021-09-24,43701.0
2021-09-25,42395.0
2021-09-26,43800.0
2021-09-27,38900.0
2021-09-28,44167.0
2021-09-29,25438.0
2021-09-30,21889.0
2021-10-01,22231.0
2021-10-02,23007.0
2021-10-03,24714.0
2021-10-04,25439.0
2021-10-05,27308.0
2021-10-06,28876.0
2021-10-07,26305.0
2021-10-08,26075.0
2021-10-09,24629.0
2021-10-10,25838.0
2021-10-11,26703.0
2021-10-12,27566.0
2021-10-13,29019.0
2021-10-14,25417.0
2021-10-15,27769.0
2021-10-16,27268.0
2021-10-17,26408.0
2021-10-18,27673.0
2021-10-19,26630.0
2021-10-20,30715.0
2021-10-21,28909.0
2021-10-22,26302.0
2021-10-23,26321.0
2021-10-24,29205.0
2021-10-25,27091.0
2021-10-26,29313.0
2021-10-27,29074.0
2021-10-28,32574.0
2021-10-29,30540.0
2021-10-30,30346.0
2021-10-31,26461.0
2021-11-01,27590.0
2021-11-02,33293.0
2021-11-03,26595.0
2021-11-04,24386.0
2021-11-05,24447.0
2021-11-06,24262.0
2021-11-07,24163.0
2021-11-08,27052.0
2021-11-09,30745.0
2021-11-10,29603.0
2021-11-11,29289.0
